file,line,severity,confidence,domain,subdomain,category,check_id,message,evidence
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,list[count].message = strdup(msg);
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,71,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *new_msg = malloc(len1 + len2 + 2);
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,75,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"list = realloc(list, (count + 1) * sizeof(Message));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,75,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"list = realloc(list, (count + 1) * sizeof(Message));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,76,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,list[count].tag = strdup(nt);
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,96,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"list = realloc(list, count * sizeof(Message));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,96,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"list = realloc(list, count * sizeof(Message));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,58,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,table[i].expansion = strdup(exp);
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,64,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"table = realloc(table, (count + 1) * sizeof(Alias));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,65,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,table[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,66,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,table[count].expansion = strdup(exp);
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,92,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,table[i].name = strdup(new_name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,107,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"table = realloc(table, count * sizeof(Alias));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,107,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"table = realloc(table, count * sizeof(Alias));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,96,medium,review,memory,memory_copy,memory,dangerous_function:memcpy,memcpy requires a destination bound that is not proven here,"memcpy(k, text + i + 1, len);"
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,58,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,vars[i].value = strdup(val);
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,64,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"vars = realloc(vars, (count + 1) * sizeof(Variable));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,65,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,vars[count].key = strdup(key);
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,66,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,vars[count].value = strdup(val);
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,80,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"vars = realloc(vars, count * sizeof(Variable));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,80,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"vars = realloc(vars, count * sizeof(Variable));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,95,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *k = malloc(len + 1);
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,96,medium,confirmed,memory,memory_copy,memory,tainted_sink:memcpy,externally controlled input appears to reach memcpy argument 3,"memcpy(k, text + i + 1, len);"
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,63,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int idx = atoi(line + 7);
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,49,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"lines = realloc(lines, (count + 1) * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,53,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[idx] = strdup(p);
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,59,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"lines = realloc(lines, (count + 1) * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[count] = strdup(text);
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,70,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"lines = realloc(lines, count * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,70,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"lines = realloc(lines, count * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,80,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[idx] = strdup(p);
/home/yichen/Desktop/Gemini_Baseline_Code06/F006.c,60,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"inv = realloc(inv, (total + 1) * sizeof(InventoryItem));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F006.c,61,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,inv[total].item = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F006.c,87,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"inv = realloc(inv, total * sizeof(InventoryItem));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F006.c,87,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"inv = realloc(inv, total * sizeof(InventoryItem));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,106,low,review,memory,memory_copy,memory,dangerous_function:memcpy,memcpy requires a destination bound that is not proven here,"memcpy(temp, log, count * sizeof(Activity));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,66,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"log = realloc(log, (count + 1) * sizeof(Activity));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,68,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,log[count].label = strdup(lbl);
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,69,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,log[count].note = strdup(p);
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,89,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"log = realloc(log, count * sizeof(Activity));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,89,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"log = realloc(log, count * sizeof(Activity));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,105,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Activity *temp = malloc(count * sizeof(Activity));
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,57,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"book = realloc(book, (count + 1) * sizeof(Student));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,58,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,book[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,book[count].note = strdup(p);
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,76,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,book[i].note = strdup(p);
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,91,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"book = realloc(book, count * sizeof(Student));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,91,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"book = realloc(book, count * sizeof(Student));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,54,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"events = realloc(events, (count + 1) * sizeof(Event));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,events[count].group = strdup(grp);
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,events[count].description = strdup(desc);
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,65,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"events = realloc(events, (count + 1) * sizeof(Event));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,66,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,events[count].group = strdup(nG);
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,67,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,events[count].description = strdup(events[i].description);
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,87,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"events = realloc(events, count * sizeof(Event));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,87,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"events = realloc(events, count * sizeof(Event));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,110,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"printed = realloc(printed, (p_count + 1) * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,54,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"index[i].values = realloc(index[i].values, (index[i].val_count + 1) * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,62,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"index = realloc(index, (count + 1) * sizeof(KeyList));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,63,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,index[count].key = strdup(k);
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,64,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,index[count].values = malloc(sizeof(char *));
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,65,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,index[count].values[0] = strdup(v);
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,82,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"index[i].values = realloc(index[i].values, index[i].val_count * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,82,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"index[i].values = realloc(index[i].values, index[i].val_count * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,103,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"index = realloc(index, count * sizeof(KeyList));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,103,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"index = realloc(index, count * sizeof(KeyList));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,55,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"drafts = realloc(drafts, (count + 1) * sizeof(Draft));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[count].title = strdup(title);
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,57,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[count].body = strdup(body);
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,70,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[i].body = strdup(body);
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,83,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,last_discarded.title = strdup(drafts[i].title);
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,84,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,last_discarded.body = strdup(drafts[i].body);
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,91,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"drafts = realloc(drafts, count * sizeof(Draft));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,91,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"drafts = realloc(drafts, count * sizeof(Draft));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,97,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"drafts = realloc(drafts, (count + 1) * sizeof(Draft));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,98,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[count].title = strdup(last_discarded.title);
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,99,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,drafts[count].body = strdup(last_discarded.body);
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,54,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"queue = realloc(queue, (count + 1) * sizeof(Person));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,queue[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,queue[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,68,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"queue = realloc(queue, count * sizeof(Person));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,68,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"queue = realloc(queue, count * sizeof(Person));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,80,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"queue = realloc(queue, count * sizeof(Person));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,80,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"queue = realloc(queue, count * sizeof(Person));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,91,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"queue = realloc(queue, (count + 1) * sizeof(Person));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,92,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,queue[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,93,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,queue[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,55,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"tasks = realloc(tasks, (count + 1) * sizeof(Task));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,tasks[count].title = strdup(title);
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,57,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,tasks[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,58,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,"tasks[count].status = strdup(""TODO"");"
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,66,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,"tasks[i].status = strdup(""DOING"");"
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,75,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,"tasks[i].status = strdup(""DONE"");"
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,90,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"tasks = realloc(tasks, count * sizeof(Task));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,90,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"tasks = realloc(tasks, count * sizeof(Task));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,56,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"items = realloc(items, (count + 1) * sizeof(Item));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,57,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,items[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,58,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,items[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,68,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"items[i].labels = realloc(items[i].labels, (items[i].label_count + 1) * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,87,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"items[i].labels = realloc(items[i].labels, items[i].label_count * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,87,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"items[i].labels = realloc(items[i].labels, items[i].label_count * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,109,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"items = realloc(items, count * sizeof(Item));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,109,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"items = realloc(items, count * sizeof(Item));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,87,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcpy,strcpy is used without a proven safe source/destination bound,"strcpy(new_note, contacts[idx_keep].note);"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,88,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","if (len1 > 0 && len2 > 0) strcat(new_note, "" "");"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,89,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","strcat(new_note, contacts[idx_remove].note);"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,52,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"contacts = realloc(contacts, (count + 1) * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,53,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,contacts[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,54,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,contacts[count].email = strdup(email);
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,contacts[count].phone = strdup(phone);
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,"contacts[count].note = strdup("""");"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,69,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,contacts[i].note = strdup(text);
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,86,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *new_note = malloc(len1 + len2 + 2);
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,101,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"contacts = realloc(contacts, count * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,101,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"contacts = realloc(contacts, count * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,116,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"contacts = realloc(contacts, count * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,116,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"contacts = realloc(contacts, count * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F016.c,49,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"contacts = realloc(contacts, (count + 1) * sizeof(CSVContact));"
/home/yichen/Desktop/Gemini_Baseline_Code06/F016.c,50,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,contacts[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code06/F016.c,51,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,contacts[count].email = strdup(email);
