file,line,severity,confidence,domain,subdomain,category,check_id,message,evidence
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,19,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,60,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Message));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,61,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].tag = strdup(tag);
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,62,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].message = strdup(msg);
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,85,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *newmsg = malloc(total_len);
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,89,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Message));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,89,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"arr = realloc(arr, (count + 1) * sizeof(Message));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F002.c,90,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].tag = strdup(newtag);
/home/yichen/Desktop/Gemini_Baseline_Code04/F003.c,14,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F003.c,19,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F003.c,64,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[i].expansion = strdup(exp);
/home/yichen/Desktop/Gemini_Baseline_Code04/F003.c,70,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Alias));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F003.c,71,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code04/F003.c,72,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].expansion = strdup(exp);
/home/yichen/Desktop/Gemini_Baseline_Code04/F003.c,94,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[i].name = strdup(new_name);
/home/yichen/Desktop/Gemini_Baseline_Code04/F004.c,14,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F004.c,19,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F004.c,52,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[i].value = strdup(val);
/home/yichen/Desktop/Gemini_Baseline_Code04/F004.c,58,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Variable));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F004.c,59,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].key = strdup(key);
/home/yichen/Desktop/Gemini_Baseline_Code04/F004.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].value = strdup(val);
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,55,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int idx = atoi(idx_s);
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,71,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int idx = atoi(line + 7);
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,86,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int idx = atoi(idx_s);
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,9,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,14,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,57,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"lines = realloc(lines, (count + 1) * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,61,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[idx] = strdup(text);
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,67,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"lines = realloc(lines, (count + 1) * sizeof(char *));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,68,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[count] = strdup(text);
/home/yichen/Desktop/Gemini_Baseline_Code04/F005.c,89,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,lines[idx] = strdup(text);
/home/yichen/Desktop/Gemini_Baseline_Code04/F006.c,47,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int val = atoi(p + 1);
/home/yichen/Desktop/Gemini_Baseline_Code04/F006.c,69,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int val = atoi(p + 1);
/home/yichen/Desktop/Gemini_Baseline_Code04/F006.c,14,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F006.c,19,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F006.c,57,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count_items + 1) * sizeof(InventoryItem));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F006.c,58,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count_items].item = strdup(item);
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,64,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,arr[count].time = atoi(time_s);
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,77,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int t = atoi(time_s);
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,107,low,review,memory,memory_copy,memory,dangerous_function:memcpy,memcpy requires a destination bound that is not proven here,"memcpy(temp, arr, count * sizeof(Activity));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,15,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,20,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,63,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Activity));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,65,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].label = strdup(label);
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,66,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code04/F007.c,106,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Activity *temp = malloc(count * sizeof(Activity));
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,56,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,arr[count].score = atoi(score_s);
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,76,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,arr[i].score = atoi(score_s);
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,15,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,20,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,54,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Student));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,57,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code04/F008.c,77,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[i].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,19,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,24,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,61,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Group));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,62,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].name = strdup(group);
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,69,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr[found].events = realloc(arr[found].events, (ec + 1) * sizeof(Event));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,69,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"arr[found].events = realloc(arr[found].events, (ec + 1) * sizeof(Event));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,70,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[found].events[ec].desc = strdup(desc);
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,91,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Group));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,92,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].name = strdup(newGroup);
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,94,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,arr[count].events = malloc(total * sizeof(Event));
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,94,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,arr[count].events = malloc(total * sizeof(Event));
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,97,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].events[k++].desc = strdup(arr[idxA].events[i].desc);
/home/yichen/Desktop/Gemini_Baseline_Code04/F009.c,100,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].events[k++].desc = strdup(arr[idxB].events[i].desc);
/home/yichen/Desktop/Gemini_Baseline_Code04/F010.c,19,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F010.c,24,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F010.c,61,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(KeyNode));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F010.c,62,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].key = strdup(key);
/home/yichen/Desktop/Gemini_Baseline_Code04/F010.c,69,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr[found].vals = realloc(arr[found].vals, (vc + 1) * sizeof(ValueNode));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F010.c,69,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"arr[found].vals = realloc(arr[found].vals, (vc + 1) * sizeof(ValueNode));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F010.c,70,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[found].vals[vc].value = strdup(val);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,14,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,19,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,50,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Draft));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,51,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].title = strdup(title);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,52,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].body = strdup(body);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,65,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[i].body = strdup(body);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,76,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,last_title = strdup(arr[i].title);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,77,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,last_body = strdup(arr[i].body);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,89,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Draft));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,90,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].title = strdup(last_title);
/home/yichen/Desktop/Gemini_Baseline_Code04/F011.c,91,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].body = strdup(last_body);
/home/yichen/Desktop/Gemini_Baseline_Code04/F012.c,14,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F012.c,19,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F012.c,48,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Person));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F012.c,49,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code04/F012.c,50,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code04/F013.c,15,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F013.c,20,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F013.c,49,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Task));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F013.c,50,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].title = strdup(title);
/home/yichen/Desktop/Gemini_Baseline_Code04/F013.c,51,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code04/F014.c,20,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F014.c,25,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F014.c,54,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Item));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F014.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code04/F014.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].note = strdup(note);
/home/yichen/Desktop/Gemini_Baseline_Code04/F014.c,71,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr[i].labels = realloc(arr[i].labels, (lc + 1) * sizeof(Label));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F014.c,72,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[i].labels[lc].label = strdup(lbl);
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,95,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcpy,strcpy is used without a proven safe source/destination bound,"strcpy(new_note, arr[idxKeep].note);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,96,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","strcat(new_note, "" "");"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,97,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcat,"strcat depends on remaining destination capacity, which is not proven here","strcat(new_note, arr[idxRem].note);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,99,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcpy,strcpy is used without a proven safe source/destination bound,"strcpy(new_note, arr[idxKeep].note);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,101,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcpy,strcpy is used without a proven safe source/destination bound,"strcpy(new_note, arr[idxRem].note);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,16,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,21,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,55,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].name = strdup(name);
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,57,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].email = strdup(email);
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,58,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[count].phone = strdup(phone);
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,59,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,"arr[count].note = strdup("""");"
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,73,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,arr[i].note = strdup(text);
/home/yichen/Desktop/Gemini_Baseline_Code04/F015.c,93,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *new_note = malloc(len1 + len2 + 2);
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,15,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,20,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"buf = realloc(buf, cap);"
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,43,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,c->name = strdup(line);
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,44,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,c->email = strdup(comma1 + 1);
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,45,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,c->phone = strdup(comma2 + 1);
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,60,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,78,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"arr = realloc(arr, (count + 1) * sizeof(Contact));"
/home/yichen/Desktop/Gemini_Baseline_Code04/F016.c,51,medium,review,auxiliary,auxiliary_file_resource,file,external_path_fopen,fopen receives an externally controlled path; review intended file access policy,"FILE *f = fopen(argv[1], ""r"");"
/home/yichen/Desktop/Gemini_Baseline_Code04/F017.c,14,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(cap);
